,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
1928,FCEQN,FCEQN-7020,102,N,1.0,A,02/14/1998,2011.0
1929,FCEQN,FCEQN-7021,103,S,1.0,A,11/30/2011,2010.0
1930,FCEQN,FCEQN-7022,600,S,0.0,A,05/04/2015,2007.0
1931,FCEQN,FCEQN-7023,103,S,2.0,A,02/03/2014,2006.0
1932,FCEQN,FCEQN-7025,101,N,1.0,A,03/28/2012,2014.0
1933,FCEQN,FCEQN-7026,SAC,S,1.0,A,02/28/2012,2007.0
1934,FCEQN,FCEQN-7027,172,S,1.0,A,05/04/2015,2007.0
1935,FCEQN,FCEQN-7030,314,N,2,P,05/17/2010,2000.0
1936,FCEQN,FCEQN-7031,170,N,0,A,02/01/2012,2007.0
1937,FCEQN,FCEQN-7033,105,S,2,P,03/26/2014,2005.0
1938,FCEQN,FCEQN-7034,103,N,2,P,03/14/2012,2012.0
1939,FCEQN,FCEQN-7035,143,N,0,A,12/06/2011,2006.0
1940,FCEQN,FCEQN-7036,105,S,1.0,A,05/14/2011,2009.0
1941,FCEQN,FCEQN-7041,114,S,2.0,A,12/15/2012,2006.0
1942,FCEQN,FCEQN-7042,600,N,2.0,A,12/29/2014,2004.0
1943,FCEQN,FCEQN-7043,102,N,0.0,P,04/11/2012,2014.0
1944,FCEQN,FCEQN-7044,106,S,1,P,12/22/2014,2005.0
1945,FCEQN,FCEQN-7045,170,N,2,P,09/05/2011,2003.0
1946,FCEQN,FCEQN-7046,111,N,1.0,A,12/05/2009,2007.0
1947,FCEQN,FCEQN-7048,105,S,0.0,A,12/09/2013,2006.0
1948,FCEQN,FCEQN-7050,143,S,0.0,P,03/03/2015,2011.0
1949,FCEQN,FCEQN-7049,SAC,S,2.0,A,10/29/2014,2008.0
1950,FCEQN,FCEQN-7054,143,S,0.0,A,03/30/2013,2007.0
1951,FCEQN,FCEQN-7055,111,N,1.0,A,02/04/2012,2004.0
1952,FCEQN,FCEQN-7056,103,S,0.0,A,12/01/2010,2008.0
1953,FCEQN,FCEQN-7057,106,N,1.0,P,02/23/2014,2014.0
1954,FCEQN,FCEQN-7058,105,S,1.0,A,12/02/2012,2011.0
1955,FCEQN,FCEQN-7059,106,N,0.0,P,12/15/2014,2007.0
1956,FCEQN,FCEQN-7060,147,S,0.0,A,03/26/2014,2009.0
1957,FCEQN,FCEQN-7061,111,N,1.0,P,12/16/2009,2007.0
1958,FCEQN,FCEQN-7063,143,S,2.0,P,04/24/2011,2008.0
1959,FCEQN,FCEQN-7064,600,S,2.0,A,02/25/2007,2014.0
1960,FCEQN,FCEQN-7065,104,N,0.0,P,12/22/2012,2003.0
1961,FCEQN,FCEQN-7067,172,N,0.0,P,04/07/2012,2014.0
1962,FCEQN,FCEQN-7068,103,S,0,A,05/07/2011,2008.0
1963,FCEQN,FCEQN-7069,,N,2.0,A,04/30/2014,2005.0
1964,FCEQN,FCEQN-7070,111,S,0.0,A,03/17/2014,2012.0
1965,FCEQN,FCEQN-7071,114,S,1.0,P,11/26/2012,2004.0
1966,FCEQN,FCEQN-7072,103,S,2.0,A,12/27/2010,
1967,FCEQN,FCEQN-7074,147,N,0.0,A,02/17/2014,2014.0
1968,FCEQN,FCEQN-7075,111,N,1,P,03/15/2011,
1969,FCEQN,FCEQN-7077,108,N,1.0,A,12/04/2012,2005.0
1970,FCEQN,FCEQN-7078,101,N,1.0,P,03/15/2009,2014.0
1971,FCEQN,FCEQN-7079,147,N,0.0,P,11/24/2013,2009.0
1972,FCEQN,FCEQN-7080,104,N,2,P,02/18/2014,2011.0
1973,FCEQN,FCEQN-7082,601,S,1.0,A,03/30/2013,2012.0
1974,FCEQN,FCEQN-7083,147,N,1.0,A,05/02/2011,2008.0
1975,FCEQN,FCEQN-7084,314,N,2.0,P,12/15/2012,2005.0
1976,FCEQN,FCEQN-7085,101,S,1,P,03/09/2013,2000.0
1977,FCEQN,FCEQN-7086,105,S,2.0,A,03/11/2013,2008.0
1978,FCEQN,FCEQN-5876,103,N,1.0,A,05/09/2005,2014.0
1979,FCEQN,FCEQN-4990,111,S,1.0,A,02/22/2012,2008.0
1980,FCEQN,FCEQN-7087,170,N,1.0,A,11/04/2013,2010.0
1981,FCEQN,FCEQN-7088,104,S,0.0,A,03/22/2014,2000.0
1982,FCEQN,FCEQN-7090,103,N,1,P,02/28/2015,2005.0
1983,FCEQN,FCEQN-7091,106,N,1.0,P,03/15/2015,2006.0
1984,FCEQN,FCEQN-7092,106,N,1.0,A,04/15/2015,2007.0
1985,FCEQN,FCEQN-7093,314,S,1.0,A,04/17/2013,2012.0
1986,FCEQN,FCEQN-7094,101,N,1.0,P,12/12/2007,
1987,FCEQN,FCEQN-7095,,N,0.0,A,12/07/2014,2014.0
1988,FCEQN,FCEQN-7096,314,N,0,A,11/26/2013,
1989,FCEQN,FCEQN-7098,600,S,1.0,A,02/08/2012,2000.0
1990,FCEQN,FCEQN-7099,600,S,0.0,A,12/18/2010,2005.0
1991,FCEQN,FCEQN-7100,314,S,0.0,A,02/08/2006,2014.0
1992,FCEQN,FCEQN-7101,108,N,1.0,A,03/26/2014,2011.0
1993,FCEQN,FCEQN-7102,172,N,1.0,A,12/22/2013,2000.0
1994,FCEQN,FCEQN-7103,106,S,1.0,A,03/11/2013,2006.0
1995,FCEQN,FCEQN-7104,600,N,1.0,P,04/10/2011,2009.0
1996,FCEQN,FCEQN-7105,SAC,S,1.0,A,01/31/2011,2003.0
1997,FCEQN,FCEQN-7106,172,N,0,A,04/05/2009,2012.0
1998,FCEQN,FCEQN-7108,170,N,2.0,A,05/19/1996,2007.0
1999,FCEQN,FCEQN-7109,102,N,1,P,02/23/2015,2009.0
2000,FCEQN,FCEQN-5480,314,S,1.0,P,02/14/2012,2004.0
2001,FCEQN,FCEQN-7111,172,S,1.0,A,12/17/2012,2007.0
2002,FCEQN,FCEQN-7116,103,S,2.0,A,04/25/2010,2003.0
2003,FCEQN,FCEQN-7118,170,S,1,P,11/26/2012,2008.0
2004,FCEQN,FCEQN-7119,106,N,1.0,A,12/01/2012,2004.0
2005,FCEQN,FCEQN-7122,601,N,1.0,A,02/13/2012,2008.0
2006,FCEQN,FCEQN-7123,108,N,1.0,A,01/30/2012,2010.0
2007,FCEQN,FCEQN-7124,114,N,1,P,06/07/2015,2014.0
2008,FCEQN,FCEQN-7125,SAC,S,2.0,A,12/01/2014,2007.0
2009,FCEQN,FCEQN-6601,106,S,1.0,A,12/22/2007,2004.0
2010,FCEQN,FCEQN-7128,143,S,0,A,12/11/2007,2009.0
2011,FCEQN,FCEQN-7131,101,N,1.0,A,02/26/2008,
2012,FCEQN,FCEQN-7132,601,S,1.0,A,03/16/2014,
2013,FCEQN,FCEQN-7134,,N,1.0,A,06/07/2015,2005.0
2014,FCEQN,FCEQN-7135,102,S,1.0,A,12/17/2012,2007.0
2015,FCEQN,FCEQN-7136,143,S,1.0,P,05/03/2010,2012.0
2016,FCEQN,FCEQN-7140,172,S,1.0,A,06/07/2015,2004.0
2017,FCEQN,FCEQN-7141,314,N,0,A,03/29/2009,2012.0
2018,FCEQN,FCEQN-7143,102,N,1,P,02/24/2015,2011.0
2019,FCEQN,FCEQN-7144,SAC,S,2.0,A,02/16/2010,2000.0
2020,FCEQN,FCEQN-7145,314,N,0,A,02/22/2014,2006.0
2021,FCEQN,FCEQN-7146,314,S,2.0,A,04/12/2011,2005.0
2022,FCEQN,FCEQN-7147,102,S,2.0,A,02/13/2013,2009.0
2023,FCEQN,FCEQN-7149,103,S,0.0,P,12/26/2010,2003.0
2024,FCEQN,FCEQN-7152,106,N,0.0,A,03/03/2014,2004.0
2025,FCEQN,FCEQN-7153,172,S,2.0,A,12/18/2010,2008.0
2026,FCEQN,FCEQN-7154,103,S,0.0,P,12/27/2010,
2027,FCEQN,FCEQN-7155,102,S,2,P,12/19/2007,2014.0
2028,FCEQN,FCEQN-7156,147,N,2.0,P,12/11/2007,
2029,FCEQN,FCEQN-7157,314,N,1,P,04/04/2012,2004.0
2030,FCEQN,FCEQN-6286,147,N,1.0,A,11/24/2012,2007.0
2031,FCEQN,FCEQN-7161,106,S,1.0,A,04/09/2012,2012.0
2032,FCEQN,FCEQN-7165,143,S,0.0,A,01/31/2011,2014.0
2033,FCEQN,FCEQN-7166,101,S,1.0,A,12/18/2011,2003.0
2034,FCEQN,FCEQN-7167,600,S,0.0,P,02/08/1995,2011.0
2035,FCEQN,FCEQN-7168,114,S,0.0,A,01/31/2011,2014.0
2036,FCEQN,FCEQN-7169,SAC,S,1.0,A,03/03/2015,2010.0
2037,FCEQN,FCEQN-7171,SAC,N,0,A,12/19/2011,2003.0
2038,FCEQN,FCEQN-7176,,N,1.0,P,03/04/2012,2014.0
2039,FCEQN,FCEQN-7178,170,S,1.0,A,12/11/2007,2012.0
2040,FCEQN,FCEQN-7179,600,S,0.0,A,03/04/2014,2000.0
2041,FCEQN,FCEQN-7180,108,N,1,P,03/25/2014,2006.0
2042,FCEQN,FCEQN-7181,147,N,1.0,A,03/12/2012,2012.0
2043,FCEQN,FCEQN-7182,147,S,2.0,A,03/10/2012,2000.0
2044,FCEQN,FCEQN-7183,170,S,1.0,A,03/30/2013,2007.0
2045,FCEQN,FCEQN-7184,101,S,0,A,12/10/2014,
2046,FCEQN,FCEQN-7186,104,S,1.0,A,06/07/2015,2014.0
2047,FCEQN,FCEQN-7187,147,N,1.0,A,12/04/2011,2012.0
2048,FCEQN,FCEQN-7188,111,N,1.0,A,02/13/2012,2011.0
2049,FCEQN,FCEQN-7189,102,N,0.0,P,03/05/2014,2010.0
2050,FCEQN,FCEQN-7190,103,N,1.0,A,05/03/2015,2014.0
2051,FCEQN,FCEQN-7192,101,S,1.0,P,03/03/2014,
2052,FCEQN,FCEQN-7193,,N,1.0,A,02/07/2012,2003.0
2053,FCEQN,FCEQN-7194,103,S,1.0,A,01/30/2011,2004.0
2054,FCEQN,FCEQN-7195,143,N,1.0,P,09/05/2011,2008.0
2055,FCEQN,FCEQN-7196,601,N,1.0,A,04/27/2010,2009.0
2056,FCEQN,FCEQN-7197,SAC,N,0.0,A,02/19/2012,2010.0
2057,FCEQN,FCEQN-7198,105,S,1,P,12/26/2010,2010.0
2058,FCEQN,FCEQN-7199,172,N,1.0,A,03/15/2011,2010.0
2059,FCEQN,FCEQN-7110,SAC,S,0.0,A,06/08/2015,2000.0
2060,FCEQN,FCEQN-7200,101,N,2,P,11/25/2013,
2061,FCEQN,FCEQN-7201,114,S,1,P,12/07/2011,2009.0
2062,FCEQN,FCEQN-7120,105,N,1,P,04/07/2015,
2063,FCEQN,FCEQN-7204,105,S,0,A,04/26/2014,2009.0
2064,FCEQN,FCEQN-7205,103,N,1,P,12/09/2012,2009.0
2065,FCEQN,FCEQN-7207,,N,1.0,P,02/15/2011,2005.0
2066,FCEQN,FCEQN-7209,600,N,1.0,A,02/04/2015,2012.0
2067,FCEQN,FCEQN-7210,314,N,1,P,04/11/2015,2014.0
2068,FCEQN,FCEQN-7211,108,S,2.0,A,04/08/2014,2004.0
2069,FCEQN,FCEQN-7212,101,S,0.0,A,03/16/2015,2012.0
2070,FCEQN,FCEQN-7214,103,S,2.0,A,05/03/2010,2010.0
2071,FCEQN,FCEQN-7216,102,N,1.0,P,10/29/2014,2006.0
2072,FCEQN,FCEQN-7219,143,S,1.0,P,04/19/2010,2009.0
2073,FCEQN,FCEQN-7220,170,S,0,A,05/12/2012,2000.0
2074,FCEQN,FCEQN-7223,111,S,1.0,A,04/17/2011,2009.0
2075,FCEQN,FCEQN-7224,,N,0,A,12/23/1997,2012.0
2076,FCEQN,FCEQN-604,101,N,1,P,02/08/2014,2009.0
2077,FCEQN,FCEQN-7227,104,S,0.0,A,03/24/2007,2008.0
2078,FCEQN,FCEQN-7228,104,S,2.0,A,04/01/2013,2004.0
2079,FCEQN,FCEQN-5034,601,S,2.0,A,12/04/2011,2010.0
2080,FCEQN,FCEQN-5010,114,N,2.0,A,12/17/2014,2010.0
2081,FCEQN,FCEQN-7229,143,S,1.0,P,11/28/2010,2011.0
2082,FCEQN,FCEQN-720,111,S,2.0,A,02/25/2015,2014.0
2083,FCEQN,FCEQN-6280,314,N,0.0,A,04/01/2013,
2084,FCEQN,FCEQN-6969,172,S,1.0,A,03/20/2013,2004.0
2085,FCEQN,FCEQN-7232,114,N,1.0,P,12/16/2007,2007.0
2086,FCEQN,FCEQN-7233,314,N,0.0,P,03/11/2006,2008.0
2087,FCEQN,FCEQN-7076,108,S,1.0,A,04/24/2004,2014.0
2088,FCEQN,FCEQN-7234,103,N,0.0,P,03/26/2013,2005.0
2089,FCEQN,FCEQN-6568,111,N,1.0,P,04/13/2013,2014.0
2090,FCEQN,FCEQN-5715,111,N,1,P,02/26/2014,2010.0
2091,FCEQN,FCEQN-7235,143,S,0.0,A,12/13/2011,2004.0
2092,FCEQN,FCEQN-7236,601,S,1.0,A,04/23/2011,
2093,FCEQN,FCEQN-6854,314,S,1,P,12/14/2011,2005.0
2094,FCEQN,FCEQN-5949,170,S,2.0,P,12/06/2010,2004.0
2095,FCEQN,FCEQN-6956,104,N,1,P,03/25/2012,2012.0
2096,FCEQN,FCEQN-7028,103,N,2.0,P,03/05/2011,2008.0
2097,FCEQN,FCEQN-6902,600,N,1.0,A,06/07/2015,2011.0
2098,FCEQN,FCEQN-7237,601,S,1.0,A,03/28/2015,2014.0
2099,FCEQN,FCEQN-7238,143,S,1.0,A,07/03/2013,2008.0
2100,FCEQN,FCEQN-7239,170,S,1.0,P,02/08/2006,2004.0
2101,FCEQN,FCEQN-7052,143,N,2.0,P,04/15/2015,2003.0
2102,FCEQN,FCEQN-7240,600,N,0.0,A,06/06/2015,2008.0
2103,FCEQN,FCEQN-7241,105,S,1.0,A,12/06/2011,2009.0
2104,FCEQN,FCEQN-6507,102,S,1.0,A,05/07/2013,2003.0
2105,FCEQN,FCEQN-6683,104,S,0.0,A,01/31/2011,2000.0
2106,FCEQN,FCEQN-6057,106,S,0.0,A,12/17/2014,2006.0
2107,FCEQN,FCEQN-7231,108,N,0,A,12/23/1997,2007.0
2108,FCEQN,FCEQN-6631,101,N,1.0,A,02/04/2012,2005.0
2109,FCEQN,FCEQN-6626,147,N,1.0,A,03/26/2012,2011.0
2110,FCEQN,FCEQN-6927,105,S,2.0,A,02/08/1995,2014.0
2111,FCEQN,FCEQN-6875,106,N,1,P,12/09/2006,2014.0
2112,FCEQN,FCEQN-6947,147,N,1,P,04/12/2011,2004.0
2113,FCEQN,FCEQN-6393,170,N,0.0,A,04/05/2015,2005.0
2114,FCEQN,FCEQN-6680,147,N,0.0,P,12/12/2010,2014.0
2115,FCEQN,FCEQN-7245,105,S,1,P,12/15/2010,2009.0
2116,FCEQN,FCEQN-6719,600,N,0.0,P,12/16/2014,2007.0
2117,FCEQN,FCEQN-6746,170,N,2.0,A,02/22/2014,2006.0
2118,FCEQN,FCEQN-7029,170,S,2.0,A,02/02/2015,2005.0
2119,FCEQN,FCEQN-6838,102,S,1.0,A,03/26/2011,2006.0
2120,FCEQN,FCEQN-6645,111,S,1.0,A,12/07/2011,2007.0
2121,FCEQN,FCEQN-6981,SAC,S,1.0,A,02/08/2015,2000.0
2122,FCEQN,FCEQN-6765,108,S,2.0,A,02/08/2006,
2123,FCEQN,FCEQN-7247,103,S,1.0,P,12/27/2014,2003.0
2124,FCEQN,FCEQN-6715,SAC,S,2.0,A,03/10/2012,2004.0
2125,FCEQN,FCEQN-6909,600,N,2.0,A,12/18/2011,2014.0
2126,FCEQN,FCEQN-7163,114,S,1,P,03/29/2015,2008.0
2127,FCEQN,FCEQN-6573,600,N,2.0,A,05/07/2012,2003.0
2128,FCEQN,FCEQN-2385,105,N,0.0,P,02/06/2012,2005.0
2129,FCEQN,FCEQN-6498,172,S,0.0,A,03/30/2013,2007.0
2130,FCEQN,FCEQN-6641,108,S,1.0,A,04/06/2013,2004.0
2131,FCEQN,FCEQN-7097,601,S,1.0,A,03/20/2013,2009.0
2132,FCEQN,FCEQN-6769,103,S,1.0,A,04/08/2015,2004.0
2133,FCEQN,FCEQN-7250,105,N,1,P,12/19/2010,2010.0
2134,FCEQN,FCEQN-6591,147,N,2.0,A,04/11/2012,2004.0
2135,FCEQN,FCEQN-6540,114,S,1,P,12/17/2013,2008.0
2136,FCEQN,FCEQN-7222,102,N,2.0,A,12/01/2012,2005.0
2137,FCEQN,FCEQN-6919,114,N,2,P,02/21/2011,2014.0
2138,FCEQN,FCEQN-6887,101,S,2,P,09/08/2014,2003.0
2139,FCEQN,FCEQN-6006,101,N,1.0,A,03/27/2012,2011.0
2140,FCEQN,FCEQN-6736,,N,0.0,P,11/28/2012,2014.0
2141,FCEQN,FCEQN-6697,101,N,2.0,P,02/10/2014,2012.0
2142,FCEQN,FCEQN-6737,111,N,1.0,P,02/04/2006,2005.0
2143,FCEQN,FCEQN-6749,170,S,2.0,A,12/03/2014,2014.0
2144,FCEQN,FCEQN-6744,105,N,0.0,P,03/29/2009,2008.0
2145,FCEQN,FCEQN-6801,104,S,1.0,P,06/13/2005,2005.0
2146,FCEQN,FCEQN-7251,106,S,1.0,A,12/09/2013,2014.0
2147,FCEQN,FCEQN-6724,102,N,1.0,A,12/05/2012,
2148,FCEQN,FCEQN-6618,114,N,1.0,A,11/25/2013,2004.0
2149,FCEQN,FCEQN-7005,103,S,2.0,P,02/25/2015,2012.0
2150,FCEQN,FCEQN-6734,601,S,2.0,P,01/30/2011,2005.0
2151,FCEQN,FCEQN-6567,147,S,1.0,A,10/08/2008,2000.0
2152,FCEQN,FCEQN-6784,601,N,1,P,06/08/2013,2009.0
2153,FCEQN,FCEQN-5972,101,N,0.0,A,01/29/2012,
2154,FCEQN,FCEQN-6849,104,N,1,P,03/10/2013,2000.0
2155,FCEQN,FCEQN-6932,103,S,2.0,A,03/20/2013,2000.0
2156,FCEQN,FCEQN-6876,104,S,1.0,P,02/01/2015,2000.0
2157,FCEQN,FCEQN-6554,143,S,1.0,A,04/17/2011,2005.0
2158,FCEQN,FCEQN-6449,104,N,1.0,A,03/02/2011,2000.0
2159,FCEQN,FCEQN-6173,114,S,0,A,05/02/2004,2009.0
2160,FCEQN,FCEQN-7256,147,N,0.0,P,03/29/2009,2006.0
2161,FCEQN,FCEQN-7113,103,S,0.0,A,12/01/2012,2014.0
2162,FCEQN,FCEQN-6682,147,S,1.0,A,04/25/2010,2014.0
2163,FCEQN,FCEQN-7174,106,N,2.0,A,11/24/2013,2012.0
2164,FCEQN,FCEQN-6958,170,N,0.0,A,03/12/2011,2004.0
2165,FCEQN,FCEQN-6717,101,N,1.0,A,03/16/2014,2014.0
2166,FCEQN,FCEQN-6879,103,N,0.0,A,04/23/2014,2010.0
2167,FCEQN,FCEQN-7259,600,N,1.0,P,12/20/2006,
2168,FCEQN,FCEQN-6814,170,S,0.0,A,12/26/2010,2014.0
2169,FCEQN,FCEQN-7081,105,N,0.0,A,03/13/2012,2011.0
2170,FCEQN,FCEQN-7008,111,N,2,P,02/17/2008,
2171,FCEQN,FCEQN-7129,143,N,2.0,P,03/30/2013,2003.0
2172,FCEQN,FCEQN-6594,105,S,0.0,A,03/30/2009,2014.0
2173,FCEQN,FCEQN-6725,103,N,0.0,A,11/29/2011,2010.0
2174,FCEQN,FCEQN-6897,SAC,S,1.0,A,03/29/2014,2006.0
2175,FCEQN,FCEQN-6510,172,N,1.0,A,03/30/2015,2007.0
2176,FCEQN,FCEQN-7262,101,S,2.0,A,05/02/2012,2012.0
2177,FCEQN,FCEQN-7037,601,N,1.0,A,03/06/2012,2006.0
2178,FCEQN,FCEQN-7158,103,S,0.0,A,03/03/2015,2000.0
2179,FCEQN,FCEQN-6992,147,S,2.0,A,02/01/2011,2008.0
2180,FCEQN,FCEQN-6885,105,N,0.0,A,03/04/2014,2014.0
2181,FCEQN,FCEQN-6994,106,S,2.0,A,12/14/2014,
2182,FCEQN,FCEQN-6585,,N,2,P,11/28/2011,2009.0
2183,FCEQN,FCEQN-7126,105,S,1.0,A,03/27/2013,2012.0
2184,FCEQN,FCEQN-7266,102,S,0,A,03/15/2014,
2185,FCEQN,FCEQN-7011,111,S,1.0,A,02/28/2011,2000.0
2186,FCEQN,FCEQN-6870,105,S,0.0,P,12/01/2013,2003.0
2187,FCEQN,FCEQN-7139,147,S,2.0,A,04/01/2012,2014.0
2188,FCEQN,FCEQN-733,,S,1.0,A,11/30/2013,2009.0
2189,FCEQN,5003,172,S,2.0,P,08/23/2011,2008.0
2190,FCEQN,FCEQN-7268,600,S,0.0,A,04/23/2011,2010.0
2191,FCEQN,FCEQN-7270,SAC,S,1.0,A,02/06/2013,2004.0
2192,FCEQN,FCEQN-7272,314,N,0.0,P,12/28/2014,2000.0
2193,FCEQN,5606,314,S,2.0,P,03/04/2012,2004.0
2194,FCEQN,FCEQN-2127,,S,1.0,A,02/09/2014,2009.0
2195,FCEQN,FCEQN-6597,172,S,2.0,A,02/16/2014,
2196,FCEQN,FCEQN-7264,106,N,2.0,A,12/19/2007,2007.0
2197,FCEQN,FCEQN-6589,101,S,0,A,11/28/2012,2011.0
2198,FCEQN,FCEQN-6553,314,N,0.0,P,03/09/1999,2012.0
2199,FCEQN,FCEQN-7164,111,N,1.0,A,02/13/2013,2004.0
2200,FCEQN,FCEQN-6596,170,S,1.0,A,12/03/2014,
2201,FCEQN,FCEQN-6288,SAC,N,1,P,04/26/2010,2012.0
2202,FCEQN,FCEQN-6106,601,S,1,P,03/05/2013,2008.0
2203,FCEQN,FCEQN-7215,114,S,2.0,A,12/22/2012,2012.0
2204,FCEQN,FCEQN-6620,143,N,1.0,P,05/15/2005,2009.0
2205,FCEQN,FCEQN-7172,105,N,0.0,A,12/19/2007,2000.0
2206,FCEQN,FCEQN-6604,108,S,0.0,P,12/10/2014,2010.0
2207,FCEQN,FCEQN-6797,147,N,1.0,P,03/10/2013,2005.0
2208,FCEQN,FCEQN-7242,,N,1.0,A,03/13/2011,2007.0
2209,FCEQN,FCEQN-7121,600,N,1.0,A,08/31/2013,2010.0
2210,FCEQN,FCEQN-6695,106,N,2.0,P,02/09/2015,2006.0
2211,FCEQN,FCEQN-6987,143,N,1.0,A,03/15/2011,2010.0
2212,FCEQN,FCEQN-6953,108,N,1,P,11/27/2011,2014.0
2213,FCEQN,FCEQN-6557,,S,1.0,A,12/02/2012,2009.0
2214,FCEQN,FCEQN-6534,170,N,1,P,12/12/2012,2010.0
2215,FCEQN,FCEQN-7254,314,N,2.0,P,03/11/2013,2010.0
2216,FCEQN,FCEQN-6841,102,S,1.0,A,12/22/2007,2009.0
2217,FCEQN,FCEQN-6767,172,S,1.0,A,02/26/2008,2006.0
2218,FCEQN,FCEQN-6666,111,N,2.0,P,04/21/2010,2012.0
2219,FCEQN,FCEQN-6798,114,S,1.0,A,02/12/2012,2012.0
2220,FCEQN,FCEQN-6705,170,N,1,P,08/23/2011,2014.0
2221,FCEQN,FCEQN-6977,147,N,2.0,P,02/14/1998,2012.0
2222,FCEQN,FCEQN-7127,143,S,2.0,A,02/03/2014,2006.0
2223,FCEQN,FCEQN-6270,600,S,0,A,02/14/2012,
2224,FCEQN,FCEQN-7148,114,N,0.0,A,02/04/2015,2004.0
2225,FCEQN,FCEQN-7246,600,S,1.0,A,05/10/2011,2008.0
2226,FCEQN,FCEQN-6565,170,S,1.0,A,12/28/2010,2014.0
2227,FCEQN,FCEQN-6245,114,N,2.0,A,12/05/2012,2010.0
2228,FCEQN,FCEQN-6997,101,N,1,P,02/02/2015,2010.0
2229,FCEQN,FCEQN-6649,101,N,2,P,12/18/2012,2009.0
2230,FCEQN,FCEQN-7260,105,S,0.0,A,04/14/2013,2008.0
2231,FCEQN,FCEQN-6612,101,N,2.0,A,11/27/2011,2009.0
2232,FCEQN,FCEQN-7173,111,S,1.0,A,04/12/2011,2008.0
2233,FCEQN,FCEQN-7051,114,S,0,A,03/11/2014,2007.0
2234,FCEQN,FCEQN-6793,172,N,1.0,A,04/27/2010,2007.0
2235,FCEQN,FCEQN-6881,601,S,1.0,A,12/16/1996,
2236,FCEQN,FCEQN-7213,147,N,2.0,P,07/28/2001,2000.0
2237,FCEQN,FCEQN-7133,600,N,2.0,A,12/16/2013,
2238,FCEQN,FCEQN-6614,108,S,2.0,A,04/05/2014,2009.0
2239,FCEQN,FCEQN-7117,143,N,1,P,02/07/2011,2014.0
2240,FCEQN,FCEQN-6955,314,N,2.0,A,03/08/2014,2000.0
2241,FCEQN,FCEQN-7263,143,S,1.0,A,03/09/2015,2004.0
2242,FCEQN,FCEQN-6624,114,N,1.0,P,12/28/2010,2004.0
2243,FCEQN,FCEQN-6796,600,S,0,A,12/19/2010,2009.0
2244,FCEQN,FCEQN-7217,601,N,1,P,04/20/2014,2009.0
2245,FCEQN,FCEQN-7160,108,S,1.0,A,02/15/2011,2000.0
2246,FCEQN,FCEQN-6690,105,N,1.0,A,03/09/2011,2014.0
2247,FCEQN,FCEQN-6824,172,N,0.0,P,04/30/2014,2003.0
2248,FCEQN,FCEQN-6772,SAC,S,1.0,A,03/23/2015,2010.0
2249,FCEQN,FCEQN-6657,105,N,0.0,A,12/30/2012,2009.0
2250,FCEQN,FCEQN-6795,SAC,N,1.0,P,12/01/2013,2009.0
2251,FCEQN,FCEQN-6763,600,N,1.0,A,02/07/2006,
2252,FCEQN,FCEQN-6607,104,S,0.0,P,02/05/2011,2003.0
2253,FCEQN,FCEQN-7142,114,S,1.0,A,12/17/2011,2005.0
2254,FCEQN,FCEQN-6993,314,N,0.0,P,04/26/2011,2004.0
2255,FCEQN,FCEQN-6747,601,N,0.0,A,02/25/2007,2010.0
2256,FCEQN,FCEQN-6696,102,S,1.0,A,12/17/2011,2004.0
2257,FCEQN,FCEQN-6936,101,N,1.0,P,12/17/2013,
2258,FCEQN,FCEQN-6681,103,S,1.0,A,05/17/2010,2012.0
2259,FCEQN,FCEQN-6602,104,S,1.0,A,12/03/2012,2007.0
2260,FCEQN,FCEQN-6852,111,N,1,P,12/30/2012,2009.0
2261,FCEQN,FCEQN-6232,600,S,1.0,A,11/29/2011,2006.0
2262,FCEQN,FCEQN-7024,102,S,1.0,A,12/16/2013,2011.0
2263,FCEQN,FCEQN-6636,106,N,1.0,A,03/02/2011,2003.0
2264,FCEQN,FCEQN-6658,170,S,2.0,P,04/05/2014,2011.0
2265,FCEQN,FCEQN-6671,105,N,0.0,P,04/20/2011,2005.0
2266,FCEQN,FCEQN-6622,600,N,1.0,A,03/12/2013,2009.0
2267,FCEQN,FCEQN-6856,102,N,2.0,A,03/29/2015,2000.0
2268,FCEQN,FCEQN-7040,,S,0,A,01/30/2011,2006.0
2269,FCEQN,FCEQN-6850,104,S,0.0,P,12/09/2006,2004.0
2270,FCEQN,FCEQN-6742,103,S,0.0,A,12/22/2014,2011.0
2271,FCEQN,FCEQN-6519,111,S,0.0,A,12/13/2011,
2272,FCEQN,FCEQN-6766,104,S,2.0,A,03/28/2009,2003.0
2273,FCEQN,FCEQN-6643,172,S,1.0,A,03/18/2014,2009.0
2274,FCEQN,FCEQN-7073,111,S,1,P,03/17/2015,2008.0
2275,FCEQN,FCEQN-6700,104,S,2.0,A,02/15/2011,2005.0
2276,FCEQN,FCEQN-7265,106,S,0.0,A,11/29/2011,2011.0
2277,FCEQN,FCEQN-7114,143,S,1.0,P,02/16/2015,2000.0
2278,FCEQN,FCEQN-6635,102,N,1,P,12/04/2006,2014.0
2279,FCEQN,FCEQN-6781,104,S,0.0,A,04/19/2014,2003.0
2280,FCEQN,FCEQN-6547,106,S,1.0,A,03/02/2011,2010.0
2281,FCEQN,FCEQN-6931,106,N,1,P,12/09/2012,2007.0
